0,504,752,784,752,784,780,504,780,武汉博为软件有限公司,name
1,509,872,866,872,866,900,509,900,陕西省延安市塔里木路889号,location
2,506,1069,689,1069,689,1095,506,1095,2020年2月2日， 2022年5月4日,start_date
3,505,1139,923,1139,923,1165,505,1165,2020年2月2日至 2022年5月4日,operation_date
4,496,814,664,814,664,843,496,843,国有独资公司,type
5,498,930,890,930,890,958,498,958,汤雪峰，吕晓宁，武姜，衣晓慧,legal_person
6,498,1214,1198,1214,1198,1243,498,1243,提供计算机技术转让、技术咨询、技术服务，数据处理，,business_scopes
7,498,1244,1198,1244,1198,1273,498,1273,计算机系统集成，计算机网络系统工程服务，网络技术、,business_scopes
8,498,1274,1198,1274,1198,1301,498,1301,计算机技术、信息技术、物联网技术、汽车共享停车系统,business_scopes
9,498,1304,1198,1304,1198,1333,498,1333,软件的技术开发、技术咨询、技术转让、技术服务，广告,business_scopes
10,498,1334,806,1334,806,1361,498,1361,设计、制作、代理、发布,business_scopes
11,713,657,971,657,971,675,713,675,97408680262077035H,social_credit_code
12,509,990,649,990,649,1018,509,1018,玖佰捌拾万,registration_capital
13,710,611,962,611,962,650,710,650,统一社会信用代码,social_credit_code_key
14,259,739,502,739,502,798,259,798,名称,name_key
15,256,803,514,803,514,860,256,860,类型,type_key
16,257,864,501,864,501,924,257,924,住所,location_key
17,256,930,518,930,518,985,256,985,法定代表人,legal_person_key
18,260,993,507,993,507,1049,260,1049,注册资本,registration_capital_key
19,255,1060,508,1060,508,1118,255,1118,成立日期,start_date_key
20,261,1130,506,1130,506,1187,261,1187,营业期限,operation_date_key
21,256,1207,510,1207,510,1267,256,1267,经营范围,business_scopes_key
