0,505,756,785,756,785,784,505,784,山东纺织机械集团公司,name
1,511,876,824,876,824,903,511,903,河北省承德市建设路87号,location
2,502,1070,685,1070,685,1096,502,1096,2019年1月1日， 2023年6月28日,start_date
3,501,1128,935,1128,935,1154,501,1154,2019年1月1日至 2023年6月28日,operation_date
4,505,806,673,806,673,835,505,835,国有独资公司,type
5,500,937,724,937,724,966,500,966,曹谨，王镝，喻贝,legal_person
6,499,1224,1199,1224,1199,1253,499,1253,普通货物运输，铸造机械、锻压机械、环境污染防治专用,business_scopes
7,499,1254,1199,1254,1199,1282,499,1282,设备、塑料加工专用设备、木材加工机械设备、建筑工程,business_scopes
8,499,1284,1199,1284,1199,1311,499,1311,机械、纺织机械、食品加工机械、农业机械、印刷机械、,business_scopes
9,499,1314,1199,1314,1199,1342,499,1342,橡胶加工专用设备、机械零部件（以上均不含特种设备）,business_scopes
10,499,1344,1199,1344,1199,1373,499,1373,制造、销售，机械设备安装、维修、租赁，批发、零售：,business_scopes
11,499,1374,1199,1374,1199,1402,499,1402,塑料制品、模具、润滑油、包装材料、消防器材、劳保用,business_scopes
12,499,1404,1199,1404,1199,1432,499,1432,品、五金交电、电子产品、建材、钢材、电线电缆、汽车,business_scopes
13,499,1434,1199,1434,1199,1463,499,1463,配件、装饰材料、医疗器械、化工材料（不含危险化学危,business_scopes
14,499,1464,1199,1464,1199,1493,499,1493,险品等限制或禁止经营的产品，不含冷冻、冷藏、制冷，,business_scopes
15,499,1494,1199,1494,1199,1523,499,1523,危险化学品储存），机械设备技术咨询服务，制造、销售,business_scopes
16,499,1524,1199,1524,1199,1553,499,1553,：铸造设备及配件、环保设备、清理机械、混砂机、造型,business_scopes
17,499,1554,1199,1554,1199,1582,499,1582,机、砂处理机械，金属丝绳及其制品制造，钢丸制造，进,business_scopes
18,499,1584,611,1584,611,1610,499,1610,出口业务,business_scopes
19,967,612,1226,612,1226,632,967,632,84378680694799007Q,social_credit_code
20,514,995,654,995,654,1023,514,1023,玖佰捌拾万,registration_capital
21,710,611,962,611,962,650,710,650,统一社会信用代码,social_credit_code_key
22,259,739,502,739,502,798,259,798,名称,name_key
23,256,803,514,803,514,860,256,860,类型,type_key
24,257,864,501,864,501,924,257,924,住所,location_key
25,256,930,518,930,518,985,256,985,法定代表人,legal_person_key
26,260,993,507,993,507,1049,260,1049,注册资本,registration_capital_key
27,255,1060,508,1060,508,1118,255,1118,成立日期,start_date_key
28,261,1130,506,1130,506,1187,261,1187,营业期限,operation_date_key
29,256,1207,510,1207,510,1267,256,1267,经营范围,business_scopes_key
