0,934,1665,1714,1665,1714,1724,934,1724,中山波波特智能装备有限公司,name
1,935,1920,1701,1920,1701,1978,935,1978,陕西省汉中市凤仪东路623号,location
2,933,2270,1359,2270,1359,2328,933,2328,2013年4月24日， 2025年9月22日,start_date
3,933,2402,1899,2402,1899,2460,933,2460,2013年4月24日至 2025年9月22日,operation_date
4,931,1809,1291,1809,1291,1868,931,1868,个人独资企业,type
5,938,2038,1838,2038,1838,2098,938,2098,黄美萍，赵慧新，宁千红，侯宏亮,legal_person
6,921,2528,2421,2528,2421,2588,921,2588,人工智能、云平台、大数据、物联网、照明、消防、智能,business_scopes
7,921,2590,2421,2590,2421,2650,921,2650,化、太阳能、风能、安全防范、通信、信息技术、网络科,business_scopes
8,921,2652,2421,2652,2421,2712,921,2712,技，受托金融机构委托从事金融业务流程外包，合同能源,business_scopes
9,921,2714,2421,2714,2421,2774,921,2774,管理，供应链管理及相关配套服务，景观、照明、消防、,business_scopes
10,921,2776,2181,2776,2181,2835,921,2835,智能化、工业造型、环境艺术、多媒体动漫设计,business_scopes
11,2075,1506,2624,1506,2624,1547,2075,1547,412667029555602018,social_credit_code
12,934,2151,1114,2151,1114,2209,934,2209,捌拾万,registration_capital
13,1501,1475,2044,1475,2044,1571,1501,1571,统一社会信用代码,social_credit_code_key
14,489,1642,932,1642,932,1754,489,1754,名称,name_key
15,482,1758,932,1758,932,1881,482,1881,类型,type_key
16,477,1882,942,1882,942,1997,477,1997,住所,location_key
17,477,2005,935,2005,935,2117,477,2117,法定代表人,legal_person_key
18,477,2123,935,2123,935,2250,477,2250,注册资本,registration_capital_key
19,479,2250,913,2250,913,2358,479,2358,成立日期,start_date_key
20,476,2366,922,2366,922,2472,476,2472,营业期限,operation_date_key
21,465,2480,921,2480,921,2595,465,2595,经营范围,business_scopes_key
