0,298,527,586,527,586,551,298,551,武威洁能环保设备有限公司,name
1,991,703,1273,703,1273,727,991,727,浙江省湖州市宏波路677号,location
2,996,586,1167,586,1167,608,996,608,2013年6月25日， 2024年10月3日,start_date
3,1002,649,1388,649,1388,671,1002,671,2013年6月25日至 2024年10月3日,operation_date
4,285,581,429,581,429,604,285,604,股份有限公司,type
5,291,642,363,642,363,664,291,664,陆正兵,legal_person
6,288,693,840,693,840,717,288,717,机械设备、化工产品及国内商业、物资供销业，环保,business_scopes
7,288,719,840,719,840,742,288,742,科技领域内的技术开发、技术转让、技术咨询和技术,business_scopes
8,288,745,840,745,840,769,288,769,服务，从事节能环保科技料领域内的技术开发、技术,business_scopes
9,288,771,840,771,840,795,288,795,转让、技术咨询、技术服务，垃圾焚烧发电、预处理,business_scopes
10,288,797,840,797,840,821,288,821,技术的开发，生活垃圾、工业废弃物、污水、污泥处,business_scopes
11,288,823,840,823,840,847,288,847,理设备、垃圾环保固形燃料的技术开发，净水设备、,business_scopes
12,288,849,840,849,840,873,288,873,环保设备、机械设备及配件、管道设备、五金、建筑,business_scopes
13,288,875,768,875,768,900,288,900,材料、金属材料、塑料制品、仪器仪表的销售,business_scopes
14,243,392,454,392,454,407,243,407,658917135290188104,social_credit_code
15,997,528,1069,528,1069,551,997,551,伍拾万,registration_capital
16,142,350,356,350,356,378,142,378,统一社会信用代码,social_credit_code_key
17,142,533,288,533,288,565,142,565,名称,name_key
18,143,584,287,584,287,618,143,618,类型,type_key
19,850,691,1002,691,1002,723,850,723,住所,location_key
20,143,639,289,639,289,671,143,671,法定代表人,legal_person_key
21,845,531,1002,531,1002,564,845,564,注册资本,registration_capital_key
22,849,583,1001,583,1001,617,849,617,成立日期,start_date_key
23,849,636,1001,636,1001,671,849,671,营业期限,operation_date_key
24,144,690,291,690,291,722,144,722,经营范围,business_scopes_key
