0,501,744,837,744,837,772,501,772,上海蓝倍商务咨询有限公司,name
1,501,884,830,884,830,912,501,912,陕西省延安市九江路718号,location
2,509,1065,708,1065,708,1091,509,1091,2016年5月18日， 2025年4月20日,start_date
3,504,1128,955,1128,955,1154,504,1154,2016年5月18日至 2025年4月20日,operation_date
4,498,818,554,818,554,844,498,844,其他,type
5,500,940,920,940,920,970,500,970,文礼治，陈福香，信媛媛，张同信,legal_person
6,501,1218,1201,1218,1201,1247,501,1247,企业管理咨询、技术咨询（中介除外），代理记账，投资,business_scopes
7,501,1248,1201,1248,1201,1277,501,1277,管理，国际标准认证技术咨询，产品质量检测、检验、鉴,business_scopes
8,501,1278,1201,1278,1201,1307,501,1307,定、评定技术咨询，企业管理咨询，企业投资策划，企业,business_scopes
9,501,1308,865,1308,865,1337,501,1337,发展策划，经济信息咨询服务,business_scopes
10,710,646,963,646,963,664,710,664,214634768076409486,social_credit_code
11,514,997,598,997,598,1024,514,1024,陆拾万,registration_capital
12,710,611,962,611,962,650,710,650,统一社会信用代码,social_credit_code_key
13,259,739,502,739,502,798,259,798,名称,name_key
14,256,803,514,803,514,860,256,860,类型,type_key
15,257,864,501,864,501,924,257,924,住所,location_key
16,256,930,518,930,518,985,256,985,法定代表人,legal_person_key
17,260,993,507,993,507,1049,260,1049,注册资本,registration_capital_key
18,255,1060,508,1060,508,1118,255,1118,成立日期,start_date_key
19,261,1130,506,1130,506,1187,261,1187,营业期限,operation_date_key
20,256,1207,510,1207,510,1267,256,1267,经营范围,business_scopes_key
