0,478,431,637,431,637,456,478,456,统一社会信用代码,social_credit_code_key
1,637,431,810,431,810,453,637,453,91331003MA28GQTU6B,social_credit_code
2,161,521,298,521,298,553,161,553,名称,name_key
3,315,519,589,519,589,548,315,548,台州天玺玻璃科技有限公司,name
4,160,562,299,562,299,591,160,591,类型,type_key
5,313,557,454,557,454,586,313,586,有限责任公司,type
6,155,598,297,598,297,628,155,628,住所,location_key
7,309,596,674,596,674,626,309,626,台州市黄岩区东城街道王西路166号,location
8,155,636,294,636,294,668,155,668,法定代表人,legal_person_key
9,310,634,387,634,387,663,310,663,金鹏麟,legal_person
10,155,676,294,676,294,707,155,707,注册资本,registration_capital_key
11,308,674,422,674,422,704,308,704,壹佰万元整,registration_capital
12,153,717,298,717,298,747,153,747,成立日期,start_date_key
13,309,718,504,718,504,744,309,744,2016年09月30日,start_date
14,155,757,292,757,292,786,155,786,营业期限,operation_date_key
15,307,757,772,757,772,786,307,786,2016年09月30日至2066年09月29日止,operation_date
16,153,797,294,797,294,829,153,829,经营范围,business_scopes_key
17,306,797,866,797,866,825,306,825,玻璃制品研发、制造、销售，五金产品、塑料制品、电子产品、,business_scopes
18,308,825,876,825,876,854,308,854,卫生洁具制造、销售，建材销售。（依法须经批准的项目，经相,business_scopes
19,308,857,605,857,605,885,308,885,关部门批准后方可开展经营活动）,business_scopes
