0,292,544,604,544,604,568,292,568,重庆扑拓斯网络通信有限公司,name
1,991,697,1297,697,1297,720,991,720,广东省韶关市北站五路973号,location
2,990,586,1161,586,1161,608,990,608,2017年1月22日， 2026年8月1日,start_date
3,1009,644,1381,644,1381,666,1009,666,2017年1月22日至 2026年8月1日,operation_date
4,296,595,416,595,416,618,296,618,个体工商户,type
5,284,651,548,651,548,675,284,675,马百林，王竹岩，王崇寿,legal_person
6,283,695,835,695,835,720,283,720,办公设备销售，输配电及控制设备研发、制造、销售,business_scopes
7,283,721,835,721,835,745,283,745,及加工，从事“计算机、电子产品、通讯设备、办公,business_scopes
8,283,747,835,747,835,771,283,771,设备”领域内技术开发、技术咨询、技术服务，软件,business_scopes
9,283,773,403,773,403,796,283,796,开发、销售,business_scopes
10,134,375,345,375,345,390,134,390,299948534099052185,social_credit_code
11,993,536,1113,536,1113,559,993,559,壹仟伍佰万,registration_capital
12,142,350,356,350,356,378,142,378,统一社会信用代码,social_credit_code_key
13,142,533,288,533,288,565,142,565,名称,name_key
14,143,584,287,584,287,618,143,618,类型,type_key
15,850,691,1002,691,1002,723,850,723,住所,location_key
16,143,639,289,639,289,671,143,671,法定代表人,legal_person_key
17,845,531,1002,531,1002,564,845,564,注册资本,registration_capital_key
18,849,583,1001,583,1001,617,849,617,成立日期,start_date_key
19,849,636,1001,636,1001,671,849,671,营业期限,operation_date_key
20,144,690,291,690,291,722,144,722,经营范围,business_scopes_key
