0,927,1671,1647,1671,1647,1731,927,1731,健康中国发展中国有限公司,name
1,928,1932,1598,1932,1598,1990,928,1990,安徽省合肥市友谊路20号,location
2,939,2267,1401,2267,1401,2325,939,2325,2014年11月26日， 2029年8月18日,start_date
3,932,2397,1933,2397,1933,2455,932,2455,2014年11月26日至 2029年8月18日,operation_date
4,925,1791,1285,1791,1285,1851,925,1851,国有独资公司,type
5,921,2029,2061,2029,2061,2088,921,2088,陈建余，窦志强，潘子骅，朱海港，肖永福,legal_person
6,937,2521,2437,2521,2437,2581,937,2581,乳制品批发，国内商业、物资供销业，商务信息咨询，不,business_scopes
7,937,2583,2317,2583,2317,2645,937,2645,得从事本市产业政策禁止和限制类项目的经营活动）,business_scopes
8,2080,1497,2641,1497,2641,1538,2080,1538,34896876738518871O,social_credit_code
9,932,2140,1112,2140,1112,2198,932,2198,肆拾万,registration_capital
10,1501,1475,2044,1475,2044,1571,1501,1571,统一社会信用代码,social_credit_code_key
11,489,1642,932,1642,932,1754,489,1754,名称,name_key
12,482,1758,932,1758,932,1881,482,1881,类型,type_key
13,477,1882,942,1882,942,1997,477,1997,住所,location_key
14,477,2005,935,2005,935,2117,477,2117,法定代表人,legal_person_key
15,477,2123,935,2123,935,2250,477,2250,注册资本,registration_capital_key
16,479,2250,913,2250,913,2358,479,2358,成立日期,start_date_key
17,476,2366,922,2366,922,2472,476,2472,营业期限,operation_date_key
18,465,2480,921,2480,921,2595,465,2595,经营范围,business_scopes_key
