0,939,1661,1659,1661,1659,1720,939,1720,武汉一芯智能网络有限公司,name
1,939,1931,1765,1931,1765,1990,939,1990,河北省邢台市岔道口东路615号,location
2,932,2267,1394,2267,1394,2325,932,2325,2017年10月10日， 2029年11月29日,start_date
3,926,2399,1962,2399,1962,2457,926,2457,2017年10月10日至 2029年11月29日,operation_date
4,938,1810,1058,1810,1058,1868,938,1868,其他,type
5,920,2032,1760,2032,1760,2092,920,2092,房芬，杨华珍，尤丽华，王晓璐,legal_person
6,937,2522,2437,2522,2437,2582,937,2582,通信交换设备、电子配件、接插件制造，网络、通信、监,business_scopes
7,937,2584,2437,2584,2437,2644,937,2644,控系统、太阳能开发系统、自动化设备、电工电气设备的,business_scopes
8,937,2646,2437,2646,2437,2706,937,2706,研发、设计、安装、维护及相关技术咨询，弱电工程及信,business_scopes
9,937,2708,1897,2708,1897,2768,937,2768,息网络的建设，楼宇智能化系统工程,business_scopes
10,2081,1513,2627,1513,2627,1554,2081,1554,91216315376244249F,social_credit_code
11,940,2149,1120,2149,1120,2207,940,2207,叁佰万,registration_capital
12,1501,1475,2044,1475,2044,1571,1501,1571,统一社会信用代码,social_credit_code_key
13,489,1642,932,1642,932,1754,489,1754,名称,name_key
14,482,1758,932,1758,932,1881,482,1881,类型,type_key
15,477,1882,942,1882,942,1997,477,1997,住所,location_key
16,477,2005,935,2005,935,2117,477,2117,法定代表人,legal_person_key
17,477,2123,935,2123,935,2250,477,2250,注册资本,registration_capital_key
18,479,2250,913,2250,913,2358,479,2358,成立日期,start_date_key
19,476,2366,922,2366,922,2472,476,2472,营业期限,operation_date_key
20,465,2480,921,2480,921,2595,465,2595,经营范围,business_scopes_key
