0,499,880,1121,880,1121,995,499,995,统一社会信用代码,social_credit_code_key
1,505,992,1080,992,1080,1089,505,1089,91110101592354581W,social_credit_code
2,491,1355,856,1342,860,1448,494,1461,名称,name_key
3,872,1351,1767,1301,1772,1385,877,1435,信永中和会计师事务所(特殊普通合伙),name
4,481,1478,872,1464,876,1550,484,1564,类型,type_key
5,885,1468,1316,1429,1323,1505,891,1545,特殊普通合伙企业,type
6,492,1564,884,1564,884,1666,492,1666,执行事务合伙人,legal_person_key
7,886,1564,1754,1512,1758,1592,890,1644,张克、叶韶勋、顾仁荣、李晓英、谭小青,legal_person
8,489,1679,881,1679,881,1782,489,1782,经营范围,business_scopes_key
9,902,1685,2110,1603,2114,1660,906,1743,审查企业会计报表，出具审计报告；验证企业资本，出具,business_scopes
10,903,1728,2072,1659,2075,1715,906,1783,验资报告；办理企业合并、分立、清算事宜中的审计业,business_scopes
11,905,1779,2095,1694,2099,1749,909,1834,务，出具有关报告；基本建设年度财务决算审计；代理记,business_scopes
12,907,1825,2080,1744,2084,1800,911,1882,账；会计咨询、税务咨询、管理咨询、会计培训；法律、,business_scopes
13,910,1873,2062,1795,2066,1853,914,1931,法规规定的其他业务。（市场主体依法自主选择经营项,business_scopes
14,912,1918,2117,1837,2121,1895,915,1976,目，开展经营活动；依法须经批准的项目，经相关部门批,business_scopes
15,917,1962,2117,1885,2121,1944,921,2021,准后依批准的内容开展经营活动；不得从事国家和本市产,business_scopes
16,918,2010,1774,1953,1778,2011,922,2068,业政策禁止和限制类项目的经营活动。）,business_scopes
17,2168,1349,2544,1349,2544,1444,2168,1444,成立日期,start_date_key
18,2562,1335,2934,1335,2934,1415,2562,1415,2012年03月02日,start_date
19,2188,1458,2554,1458,2554,1550,2188,1550,合伙期限,operation_date_key
20,2573,1461,3431,1402,3437,1476,2578,1535,2012年03月02日至2042年03月01日,operation_date
21,2178,1577,2578,1559,2582,1649,2182,1667,主要经营场所,location_key
22,2571,1566,3649,1497,3654,1572,2576,1641,北京市东城区朝阳门北大街8号富华大厦A座8层,location
