0,932,1671,1772,1671,1772,1730,932,1730,上海智涌企业管理咨询有限公司,name
1,938,1915,1644,1915,1644,1974,938,1974,浙江省衢州市新魏路428号,location
2,937,2280,1328,2280,1328,2338,937,2338,2013年5月1日， 2024年5月8日,start_date
3,937,2399,1833,2399,1833,2457,937,2457,2013年5月1日至 2024年5月8日,operation_date
4,939,1807,1299,1807,1299,1866,939,1866,股份有限公司,type
5,926,2026,2006,2026,2006,2085,926,2085,毛嘉康，肖观石，陈元朋，姚葵，陈永和,legal_person
6,927,2516,2427,2516,2427,2577,927,2577,装饰材料、家具的销售，市场调研，工程设计（企业依法,business_scopes
7,927,2578,2427,2578,2427,2637,927,2637,自主选择经营项目，开展经营活动，会议会展服务，承办,business_scopes
8,927,2640,1587,2640,1587,2700,927,2700,展览展示，经济信息咨询,business_scopes
9,1511,1577,2069,1577,2069,1618,1511,1618,16724146167086881D,social_credit_code
10,935,2148,1235,2148,1235,2207,935,2207,肆佰叁拾万,registration_capital
11,1501,1475,2044,1475,2044,1571,1501,1571,统一社会信用代码,social_credit_code_key
12,489,1642,932,1642,932,1754,489,1754,名称,name_key
13,482,1758,932,1758,932,1881,482,1881,类型,type_key
14,477,1882,942,1882,942,1997,477,1997,住所,location_key
15,477,2005,935,2005,935,2117,477,2117,法定代表人,legal_person_key
16,477,2123,935,2123,935,2250,477,2250,注册资本,registration_capital_key
17,479,2250,913,2250,913,2358,479,2358,成立日期,start_date_key
18,476,2366,922,2366,922,2472,476,2472,营业期限,operation_date_key
19,465,2480,921,2480,921,2595,465,2595,经营范围,business_scopes_key
