0,296,823,604,823,604,845,296,845,唐山市煜城房地产开发有限公司,name
1,295,921,554,921,554,944,295,944,辽宁省沈阳市凤凰路145号,location
2,299,1051,455,1051,455,1072,299,1072,2018年4月12日， 2020年7月25日,start_date
3,302,1095,656,1095,656,1116,302,1116,2018年4月12日至 2020年7月25日,operation_date
4,290,885,466,885,466,908,290,908,特殊普通合伙企业,type
5,307,964,703,964,703,986,307,986,张祖芸，滕金霞，高国辉，王寒秋，晋阳,legal_person
6,299,1149,893,1149,893,1172,299,1172,航模玩具、塑胶玩具、工艺品、电子产品、智能化玩具的研发,business_scopes
7,299,1173,893,1173,893,1196,299,1196,、生产、销售，文化创意设计，生物质燃料加工，软件开发，,business_scopes
8,299,1197,563,1197,563,1219,299,1219,环保设备设计、开发、销售,business_scopes
9,641,756,831,756,831,770,641,770,23636176069195107T,social_credit_code
10,294,1000,360,1000,360,1021,294,1021,叁佰万,registration_capital
11,445,746,645,746,645,778,445,778,统一社会信用代码,social_credit_code_key
12,128,826,292,826,292,860,128,860,名称,name_key
13,128,872,292,872,292,906,128,906,类型,type_key
14,129,914,290,914,290,953,129,953,住所,location_key
15,131,960,291,960,291,999,131,999,法定代表人,legal_person_key
16,129,1005,289,1005,289,1044,129,1044,注册资本,registration_capital_key
17,126,1049,290,1049,290,1085,126,1085,成立日期,start_date_key
18,125,1093,290,1093,290,1133,125,1133,营业期限,operation_date_key
19,124,1140,288,1140,288,1176,124,1176,经营范围,business_scopes_key
