0,284,837,504,837,504,859,284,859,成都达智咨询有限公司,name
1,304,929,563,929,563,950,304,950,湖南省怀化市民建路108号,location
2,311,1048,454,1048,454,1069,311,1069,2019年3月5日， 2028年8月5日,start_date
3,297,1098,625,1098,625,1119,297,1119,2019年3月5日至 2028年8月5日,operation_date
4,304,869,436,869,436,890,304,890,个人独资企业,type
5,304,969,546,969,546,991,304,991,许江涛，诸海军，刘一波,legal_person
6,295,1140,889,1140,889,1163,295,1163,自营和代理各类商品及技术的进出口业务，设计、制作、代理,business_scopes
7,295,1164,889,1164,889,1186,295,1186,、发布国内各类广告（涉及行政许可的凭许可证经营），广告,business_scopes
8,295,1188,845,1188,845,1211,295,1211,设计、制作、代理发布，展览展示策划，家居装饰及设计,business_scopes
9,437,780,632,780,632,796,437,796,24290939619275110Q,social_credit_code
10,308,1016,418,1016,418,1037,308,1037,陆仟玖佰万,registration_capital
11,445,746,645,746,645,778,445,778,统一社会信用代码,social_credit_code_key
12,128,826,292,826,292,860,128,860,名称,name_key
13,128,872,292,872,292,906,128,906,类型,type_key
14,129,914,290,914,290,953,129,953,住所,location_key
15,131,960,291,960,291,999,131,999,法定代表人,legal_person_key
16,129,1005,289,1005,289,1044,129,1044,注册资本,registration_capital_key
17,126,1049,290,1049,290,1085,126,1085,成立日期,start_date_key
18,125,1093,290,1093,290,1133,125,1133,营业期限,operation_date_key
19,124,1140,288,1140,288,1176,124,1176,经营范围,business_scopes_key
