0,344,466,584,466,584,486,344,486,南京百富投资管理有限公司,name
1,349,576,624,576,624,596,349,596,黑龙江省牡丹江市文化路351号,location
2,347,740,489,740,489,759,347,759,2020年10月9日， 2027年12月9日,start_date
3,352,780,674,780,674,799,352,799,2020年10月9日至 2027年12月9日,operation_date
4,349,522,469,522,469,542,349,542,外商独资公司,type
5,352,630,492,630,492,651,352,651,卢士林，高红民,legal_person
6,350,848,810,848,810,869,350,869,房地产开发、运营，仓储（危险品除外），企业管理,business_scopes
7,350,870,490,870,490,891,350,891,咨询，投资管理,business_scopes
8,643,412,814,412,814,424,643,424,32655302288168035X,social_credit_code
9,357,686,417,686,417,705,357,705,叁佰万,registration_capital
10,491,411,644,411,644,439,491,439,统一社会信用代码,social_credit_code_key
11,173,463,351,463,351,507,173,507,名称,name_key
12,171,516,350,516,350,555,171,555,类型,type_key
13,171,567,349,567,349,608,171,608,住所,location_key
14,170,622,345,622,345,659,170,659,法定代表人,legal_person_key
15,171,676,347,676,347,714,171,714,注册资本,registration_capital_key
16,169,725,345,725,345,768,169,768,成立日期,start_date_key
17,166,780,345,780,345,820,166,820,经营期限,operation_date_key
18,165,834,348,834,348,875,165,875,经营范围,business_scopes_key
