0,931,1679,1771,1679,1771,1739,931,1739,重庆华田洁梨机械有限责任公司,name
1,930,1919,1696,1919,1696,1977,930,1977,吉林省白山市塔里木路442号,location
2,936,2271,1362,2271,1362,2329,936,2329,2015年6月24日， 2029年3月25日,start_date
3,930,2399,1896,2399,1896,2457,930,2457,2015年6月24日至 2029年3月25日,operation_date
4,922,1793,1042,1793,1042,1851,922,1851,其他,type
5,935,2039,1295,2039,1295,2098,935,2098,柴玉山，宝杰,legal_person
6,936,2512,2436,2512,2436,2572,936,2572,电动平车、升降机、立体仓储设备、立体车库、通用设备,business_scopes
7,936,2574,2436,2574,2436,2634,936,2634,、机电设备、机械零部件、五金产品、建材的销售，自营,business_scopes
8,936,2636,2436,2636,2436,2696,936,2696,和代理各类商品及技术的进出口业务，但国家限定企业经,business_scopes
9,936,2698,2436,2698,2436,2758,936,2758,营或禁止进出口的商品和技术除外，铸造设备及配件制造,business_scopes
10,936,2760,2436,2760,2436,2819,936,2819,、销售，金属丝绳及其制品制造，包装箱制造及销售，喷,business_scopes
11,936,2822,2436,2822,2436,2884,936,2884,砂机械（喷砂房）、环保设备（除尘器）、抛丸设备、涂,business_scopes
12,936,2884,2436,2884,2436,2944,936,2944,装设备设计、制造及安装，五金产品、通用机械及配件、,business_scopes
13,936,2946,2436,2946,2436,3007,936,3007,电气机械及器材的销售，车床来料加工（以上范围不含法,business_scopes
14,936,3008,1716,3008,1716,3067,936,3067,律法规禁止、限制经营的项目,business_scopes
15,2080,1509,2629,1509,2629,1550,2080,1550,230500617829897406,social_credit_code
16,930,2155,1110,2155,1110,2213,930,2213,肆拾万,registration_capital
17,1501,1475,2044,1475,2044,1571,1501,1571,统一社会信用代码,social_credit_code_key
18,489,1642,932,1642,932,1754,489,1754,名称,name_key
19,482,1758,932,1758,932,1881,482,1881,类型,type_key
20,477,1882,942,1882,942,1997,477,1997,住所,location_key
21,477,2005,935,2005,935,2117,477,2117,法定代表人,legal_person_key
22,477,2123,935,2123,935,2250,477,2250,注册资本,registration_capital_key
23,479,2250,913,2250,913,2358,479,2358,成立日期,start_date_key
24,476,2366,922,2366,922,2472,476,2472,营业期限,operation_date_key
25,465,2480,921,2480,921,2595,465,2595,经营范围,business_scopes_key
