0,197,269,279,269,279,283,197,283,统一社会信用代码,social_credit_code_key
1,283,270,377,270,377,281,283,281,91370800MA3D8YAR5X,social_credit_code
2,94,299,159,299,159,315,94,315,名称,name_key
3,165,299,306,299,306,313,165,313,中运智能机械集团有限公司,name
4,92,322,158,322,158,340,92,340,类型,type_key
5,166,324,260,324,260,337,166,337,其他有限责任公司,type
6,96,349,158,349,158,363,96,363,住所,location_key
7,166,347,297,347,297,362,166,362,济宁高新区开源路北11号,location
8,97,371,158,371,158,386,97,386,法定代表人,legal_person_key
9,167,368,196,368,196,387,167,387,渠青,legal_person
10,97,396,158,396,158,410,97,410,注册资本,registration_capital_key
11,167,395,229,395,229,409,167,409,伍仟万元整,registration_capital
12,99,419,158,419,158,433,99,433,成立日期,start_date_key
13,168,419,254,419,254,434,168,434,2017年03月02日,start_date
14,99,441,159,441,159,458,99,458,营业期限,operation_date_key
15,168,443,355,443,355,457,168,457,2017年03月02日至2047年03月01日,operation_date
16,97,468,159,468,159,482,97,482,经营范围,business_scopes_key
17,168,465,417,465,417,478,168,478,智能机械设备、机械设备及配件的制造、销售；货物及技,business_scopes
18,167,478,409,478,409,489,167,489,术进出口业务（国家限定经营或者禁止进出口的业务除,business_scopes
19,170,488,420,488,420,501,170,501,外）。（依法须经批准的项目，经相关部门批准后方可开,business_scopes
20,168,497,225,497,225,509,168,509,展经营活动）,business_scopes
