0,288,534,552,534,552,558,288,558,常州市城市建设集团公司,name
1,1007,683,1289,683,1289,707,1007,707,湖南省常德市文化路414号,location
2,994,588,1165,588,1165,610,994,610,2021年1月11日， 2023年12月23日,start_date
3,1003,636,1404,636,1404,658,1003,658,2021年1月11日至 2023年12月23日,operation_date
4,299,577,443,577,443,600,299,600,外商独资公司,type
5,288,637,720,637,720,661,288,661,熊新兵，马瑞祥，刘佳惠，孙术，夏青云,legal_person
6,288,691,840,691,840,715,288,715,企业管理服务，防水材料、建筑排水材料、机电设备,business_scopes
7,288,717,840,717,840,742,288,742,的销售、安装，土木工程、市政基础工程、环保工程,business_scopes
8,288,743,840,743,840,766,288,766,、建筑装饰装潢工程、电气工程、通信工程、建筑智,business_scopes
9,288,769,840,769,840,793,288,793,能化工程、暖通工程，光电科技、机电科技专业领域,business_scopes
10,288,795,840,795,840,819,288,819,内的技术开发、技术转让、技术服务及设计和施工，,business_scopes
11,288,821,696,821,696,845,288,845,工程管理服务，市政公用建设工程施工,business_scopes
12,141,374,360,374,360,389,141,389,05980694484414030M,social_credit_code
13,996,521,1116,521,1116,544,996,544,伍仟壹佰万,registration_capital
14,142,350,356,350,356,378,142,378,统一社会信用代码,social_credit_code_key
15,142,533,288,533,288,565,142,565,名称,name_key
16,143,584,287,584,287,618,143,618,类型,type_key
17,850,691,1002,691,1002,723,850,723,住所,location_key
18,143,639,289,639,289,671,143,671,法定代表人,legal_person_key
19,845,531,1002,531,1002,564,845,564,注册资本,registration_capital_key
20,849,583,1001,583,1001,617,849,617,成立日期,start_date_key
21,849,636,1001,636,1001,671,849,671,营业期限,operation_date_key
22,144,690,291,690,291,722,144,722,经营范围,business_scopes_key
